type,benchmarks,MP,SI,VP,AP,AS,PA,CE,CO,EC,NV,CL,QL,MS,MC,TaskHierarchies,keyword,2008.docs,2009.docs,2010.docs,2011.docs,2012.docs,2013.docs,2014.docs,2015.docs,2016.docs,2017.docs,2018.docs,2019.docs,2020.docs,2021.docs,2022.docs,2023.docs,2024.docs,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Dataset,MIMIC-III,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Medical > Mortality Prediction >  
",MIMIC-III,0,0,0,0,0,0,0,0,6,15,86,125,140,119,181,446,635,0,0,0,0,0,0,0,0,0.169252468,0.216700376,0.503041647,0.6000096,0.550249577,0.481566914,0.50557247,0.542519675,0.476984556
Dataset,Mini-ImageNet,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Methodology > Meta-Learning > Few-Shot Image Classification 
Computer Vision > Image Classification > Few-Shot Image Classification 
",Mini-ImageNet,0,0,0,0,0,0,0,0,1,9,35,69,110,60,107,200,366,0,0,0,0,0,0,0,0,0.028208745,0.130020225,0.204726252,0.331205299,0.432338954,0.242806847,0.298874333,0.243282366,0.274923382
Dataset,MLDoc,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Cross-Lingual > Cross-Lingual Document Classification 
",MLDoc,0,0,0,0,0,0,0,0,0,0,0,3,1,5,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0.01440023,0.003930354,0.020233904,0.019552526,0.009731295,0.005258097
Dataset,MMI,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Facial Expression Recognition >  
Computer Vision > Facial Recognition and Modelling > Facial Expression Recognition 
",MMI,0,1,0,2,4,1,1,5,4,8,34,43,38,38,61,100,136,0,0.264550265,0,0.351493849,0.491400491,0.166944908,0.084245998,0.219010074,0.112834979,0.115573534,0.19887693,0.206403302,0.149353457,0.15377767,0.170386302,0.121641183,0.102157322
Dataset,MNIST,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Unsupervised Image-To-Image Translation >  
Computer Vision > Image Classification > Sequential Image Classification 
Computer Vision > Image Classification >  
Computer Vision > Image Generation > Image-to-Image Translation > Unsupervised Image-To-Image Translation 
Computer Vision > Image-to-Image Translation > Unsupervised Image-To-Image Translation 
",MNIST,18,33,24,44,66,59,122,209,382,875,2046,2335,2645,1782,2118,4369,7561,11.68831169,8.73015873,7.250755287,7.732864675,8.108108108,9.849749583,10.27801179,9.154621113,10.77574048,12.64085524,11.96771175,11.20817933,10.39578666,7.21136336,5.916035865,5.314503278,5.679496424
Dataset,ModelNet40,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Object Recognition > 3D Object Recognition 
",ModelNet40,0,0,0,0,0,0,0,0,3,5,16,35,26,42,50,95,194,0,0,0,0,0,0,0,0,0.084626234,0.072233459,0.093589144,0.168002688,0.102189207,0.169964793,0.139660903,0.115559124,0.145724416
Dataset,Monologue,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Natural Language Processing > Emotion Recognition > Multimodal Emotion Recognition 
",Monologue,1,0,0,0,1,0,0,0,5,1,11,14,9,23,30,261,455,0.649350649,0,0,0,0.122850123,0,0,0,0.141043724,0.014446692,0.064342536,0.067201075,0.035373187,0.093075958,0.083796542,0.317483487,0.341776336
Dataset,MORPH,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Face Recognition > Age-Invariant Face Recognition 
Computer Vision > Facial Recognition and Modelling > Age-Invariant Face Recognition 
Computer Vision > Facial Recognition and Modelling > Age Estimation 
Computer Vision > Facial Recognition and Modelling > Face Recognition > Age-Invariant Face Recognition 
",MORPH,1,1,2,0,4,0,5,4,10,17,40,57,73,61,93,243,371,0.649350649,0.264550265,0.604229607,0,0.491400491,0,0.421229992,0.17520806,0.282087447,0.245593759,0.233972859,0.273604378,0.286915851,0.246853628,0.25976928,0.295588074,0.278679166
Dataset,MORPH Album2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Face Recognition > Age-Invariant Face Recognition 
Computer Vision > Facial Recognition and Modelling > Age-Invariant Face Recognition 
Computer Vision > Facial Recognition and Modelling > Age Estimation 
Computer Vision > Facial Recognition and Modelling > Face Recognition > Age-Invariant Face Recognition 
",MORPH Album2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0.028208745,0,0,0,0,0.008093562,0,0,0.001502314
Dataset,MOSI,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Natural Language Processing > Sentiment Analysis > Multimodal Sentiment Analysis 
",MOSI,0,0,0,0,0,0,0,0,0,1,11,17,8,18,25,52,87,0,0,0,0,0,0,0,0,0,0.014446692,0.064342536,0.081601306,0.031442833,0.072842054,0.069830452,0.063253415,0.06535064
Dataset,MovieLens,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Miscellaneous > Recommendation Systems > Collaborative Filtering 
Miscellaneous > Click-Through Rate Prediction >  
",MovieLens,6,5,6,14,27,13,30,126,62,86,134,143,175,139,153,346,561,3.896103896,1.322751323,1.812688822,2.460456942,3.316953317,2.170283806,2.527379949,5.519053876,1.748942172,1.242415487,0.783809078,0.686410983,0.687811972,0.562502529,0.427362364,0.420878493,0.421398954
Dataset,MPII,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Gaze Estimation >  
",MPII,0,1,0,1,0,1,0,1,5,6,18,17,19,23,26,62,103,0,0.264550265,0,0.175746924,0,0.166944908,0,0.043802015,0.141043724,0.08668015,0.105287787,0.081601306,0.074676728,0.093075958,0.07262367,0.075417533,0.077369148
Dataset,MPQA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Natural Language Processing > Sentiment Analysis >  
",MPQA,0,1,2,2,4,1,1,9,9,4,21,16,19,16,29,62,64,0,0.264550265,0.604229607,0.351493849,0.491400491,0.166944908,0.084245998,0.394218134,0.253878702,0.057786767,0.122835751,0.076801229,0.074676728,0.064748493,0.081003324,0.075417533,0.048074034
Dataset,SentEval  MR,0,0,0,0,1,0,1,1,1,0,1,0,0,0,"Natural Language Processing > Sentiment Analysis >  
Natural Language Processing > Dialogue > Dialogue Act Classification 
Graphs > Link Prediction >  
",SentEval  MR,0,0,0,0,0,0,0,0,0,0,9,3,1,8,117,25,28,0,0,0,0,0,0,0,0,0,0,0.052643893,0.01440023,0.003930354,0.032374246,0.326806514,0.030410296,0.02103239
Dataset,MRR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Graphs > Link Prediction >  
",MRR,0,3,1,2,5,0,4,14,20,37,130,151,220,266,357,827,1116,0,0.793650794,0.302114804,0.351493849,0.614250614,0,0.336983993,0.613228208,0.564174894,0.534527593,0.760411792,0.724811597,0.864677907,1.076443689,0.99717885,1.005972582,0.838290968
Dataset,MS COCO,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Image Generation > Text-to-Image Generation 
",MS COCO,0,0,0,0,0,0,0,9,14,45,120,83,134,189,293,651,1063,0,0,0,0,0,0,0,0.394218134,0.394922426,0.650101127,0.701918577,0.398406375,0.526667453,0.764841569,0.818412893,0.7918841,0.798479659
Dataset,MS MARCO,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Question Answering >  
",MS MARCO,0,0,0,0,0,0,0,0,14,9,22,22,30,49,100,292,514,0,0,0,0,0,0,0,0,0.394922426,0.130020225,0.128685073,0.10560169,0.117910624,0.198292259,0.279321807,0.355192254,0.386094586
Dataset,MSRA,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"Natural Language Processing > Named Entity Recognition > Chinese Named Entity Recognition 
Computer Vision > Hand Pose Estimation >  
Computer Vision > Pose Estimation > Hand Pose Estimation 
Computer Vision > Hand > Hand Pose Estimation 
",MSRA,0,2,2,1,1,2,5,10,3,19,26,27,22,30,41,73,110,0,0.529100529,0.604229607,0.175746924,0.122850123,0.333889816,0.421229992,0.438020149,0.084626234,0.274487142,0.152082358,0.129602074,0.086467791,0.121403424,0.114521941,0.088798063,0.082627246
Dataset,Multi-Domain Sentiment Dataset,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Natural Language Processing > Sentiment Analysis >  
",Multi-Domain Sentiment Dataset,0,0,2,3,0,0,0,0,2,2,2,3,0,3,2,2,5,0,0,0.604229607,0.527240773,0,0,0,0,0.056417489,0.028893383,0.011698643,0.01440023,0,0.012140342,0.005586436,0.002432824,0.003755784
Dataset,MultiMNIST,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Image Classification >  
",MultiMNIST,0,0,0,0,0,0,0,0,2,3,15,10,12,10,5,17,68,0,0,0,0,0,0,0,0,0.056417489,0.043340075,0.087739822,0.048000768,0.047164249,0.040467808,0.01396609,0.020679001,0.051078661
Dataset,MultiNLI,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Natural Language Processing > Natural Language Inference >  
",MultiNLI,0,0,0,0,0,0,0,0,0,0,37,36,47,60,59,176,193,0,0,0,0,0,0,0,0,0,0,0.216424895,0.172802765,0.184726644,0.242806847,0.164799866,0.214088482,0.144973259
Dataset,MultiRC,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Question Answering >  
",MultiRC,0,0,0,0,0,0,0,0,0,0,2,8,23,19,35,110,150,0,0,0,0,0,0,0,0,0,0,0.011698643,0.038400614,0.090398145,0.076888835,0.097762632,0.133805301,0.112673517
Dataset,Mushroom,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Miscellaneous > Multi-Armed Bandits
",Mushroom,3,7,4,3,14,3,17,23,18,28,67,69,94,75,103,229,382,1.948051948,1.851851852,1.208459215,0.527240773,1.71990172,0.500834725,1.432181971,1.007446343,0.507757405,0.404507368,0.391904539,0.331205299,0.369453288,0.303508559,0.287701461,0.278558309,0.286941891
Dataset,Music domain,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Natural Language Processing > Hypernym Discovery >  
",Music domain,0,0,0,1,2,1,3,2,3,6,8,26,18,13,32,66,103,0,0,0,0.175746924,0.245700246,0.166944908,0.252737995,0.08760403,0.084626234,0.08668015,0.046794572,0.124801997,0.070746374,0.05260815,0.089382978,0.080283181,0.077369148
Dataset,MUV,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Medical > Drug Discovery >  
",MUV,0,0,0,0,1,2,0,2,4,6,3,15,21,18,23,87,145,0,0,0,0,0.122850123,0.333889816,0,0.08760403,0.112834979,0.08668015,0.017547964,0.072001152,0.082537437,0.072842054,0.064244016,0.105827829,0.108917733
Dataset,NABirds,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Image Classification > Fine-Grained Image Classification 
",NABirds,0,0,0,0,0,0,0,0,0,0,5,0,3,7,8,22,48,0,0,0,0,0,0,0,0,0,0,0.029246607,0,0.011791062,0.028327466,0.022345745,0.02676106,0.036055526
Dataset,NarrativeQA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Question Answering >  
",NarrativeQA,0,0,0,0,0,0,0,0,0,1,11,10,12,21,23,80,205,0,0,0,0,0,0,0,0,0,0.014446692,0.064342536,0.048000768,0.047164249,0.084982397,0.064244016,0.097312946,0.15398714
Dataset,NELL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Graphs > Node Classification >  
",NELL,0,0,0,5,3,2,4,12,9,14,40,55,71,53,69,136,191,0,0,0,0.878734622,0.368550369,0.333889816,0.336983993,0.525624179,0.253878702,0.202253684,0.233972859,0.264004224,0.279055143,0.214479382,0.192732047,0.165432009,0.143470945
Prize,Netflix,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Miscellaneous > Recommendation Systems > Collaborative Filtering 
",Netflix,5,9,12,21,30,15,56,56,111,165,243,243,279,215,259,349,577,3.246753247,2.380952381,3.625377644,3.690685413,3.685503686,2.504173623,4.717775906,2.452912834,3.131170663,2.383704132,1.421385119,1.166418663,1.096568801,0.870057869,0.723443479,0.424527728,0.433417463
Dataset,New York Times Corpus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Natural Language Processing > Relationship Extraction (Distant Supervised) >  
",New York Times Corpus,0,0,1,1,0,2,1,2,1,6,7,5,6,4,2,5,10,0,0,0.302114804,0.175746924,0,0.333889816,0.084245998,0.08760403,0.028208745,0.08668015,0.04094525,0.024000384,0.023582125,0.016187123,0.005586436,0.006082059,0.007511568
Dataset,NewsQA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Question Answering >  
",NewsQA,0,0,0,0,0,0,0,0,3,2,17,9,28,27,57,85,78,0,0,0,0,0,0,0,0,0.084626234,0.028893383,0.099438465,0.043200691,0.110049915,0.109263081,0.15921343,0.103395005,0.058590229
Dataset,North American English,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Speech > Speech Synthesis >  
",North American English,0,0,0,0,0,0,0,0,0,1,1,8,10,10,17,41,80,0,0,0,0,0,0,0,0,0,0.014446692,0.005849321,0.038400614,0.039303541,0.040467808,0.047484707,0.049872885,0.060092543
Dataset,Noun Phrase Canonicalization,1,0,0,0,1,0,0,0,0,0,1,0,0,0,"Knowledge Base > Knowledge Graphs > Open Knowledge Graph Canonicalization 
",Noun Phrase Canonicalization,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004046781,0,0,0.000751157
Dataset,NYU Depth v2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Object Detection > 3D Object Detection 
",NYU Depth v2,0,0,0,0,0,0,2,4,1,4,3,8,7,9,13,39,62,0,0,0,0,0,0,0.168491997,0.17520806,0.028208745,0.057786767,0.017547964,0.038400614,0.027512479,0.036421027,0.036311835,0.047440061,0.04657172
Dataset,NYU Hands,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Hand Pose Estimation >  
Computer Vision > Pose Estimation > Hand Pose Estimation 
Computer Vision > Hand > Hand Pose Estimation 
",NYU Hands,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004046781,0,0,0
Dataset,Occluded LINEMOD,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Pose Estimation > 6D Pose Estimation 
",Occluded LINEMOD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004046781,0.005586436,0.002432824,0.001502314
Dataset,OCCLUSION 6D Pose Estimation,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Pose Estimation > 6D Pose Estimation 
",OCCLUSION 6D Pose Estimation,0,0,0,2,2,0,1,3,1,2,16,19,13,56,90,242,305,0,0,0,0.351493849,0.245700246,0,0.084245998,0.131406045,0.028208745,0.028893383,0.093589144,0.091201459,0.051094604,0.226619724,0.251389626,0.294371662,0.229102818
Dataset,Ohsumed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Text Classification >  
",Ohsumed,0,10,0,5,5,1,5,2,2,10,11,15,9,10,11,22,39,0,2.645502646,0,0.878734622,0.614250614,0.166944908,0.421229992,0.08760403,0.056417489,0.144466917,0.064342536,0.072001152,0.035373187,0.040467808,0.030725399,0.02676106,0.029295114
Dataset,OMNIGLOT,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Methodology > Meta-Learning > Few-Shot Image Classification 
Computer Vision > Image Classification > Few-Shot Image Classification 
",OMNIGLOT,0,0,0,0,0,1,1,1,18,39,122,122,127,71,87,131,332,0,0,0,0,0,0.166944908,0.084245998,0.043802015,0.507757405,0.563420977,0.71361722,0.58560937,0.499154974,0.287321436,0.243009972,0.15934995,0.249384051
Dataset,One Billion Word,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Natural Language Processing > Language Modelling >  
",One Billion Word,0,0,0,0,0,0,0,2,11,18,38,28,38,15,20,43,109,0,0,0,0,0,0,0,0.08760403,0.310296192,0.260040451,0.222274216,0.13440215,0.149353457,0.060701712,0.055864361,0.052305709,0.081876089
Dataset,OntoNotes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Natural Language Processing > Named Entity Recognition > Chinese Named Entity Recognition 
Natural Language Processing > Semantic Role Labeling >  
",OntoNotes,0,0,0,0,0,1,0,6,3,7,24,25,32,45,95,183,153,0,0,0,0,0,0.166944908,0,0.262812089,0.084626234,0.101126842,0.140383715,0.12000192,0.125771332,0.182105135,0.265355716,0.222603365,0.114926988
Dataset,Oxford IIIT Pets,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Image Classification > Fine-Grained Image Classification 
",Oxford IIIT Pets,0,0,0,0,0,0,0,0,0,0,2,2,8,18,17,50,79,0,0,0,0,0,0,0,0,0,0,0.011698643,0.009600154,0.031442833,0.072842054,0.047484707,0.060820591,0.059341386
Dataset,Oxford 102 Flowers,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Image Classification > Fine-Grained Image Classification 
Computer Vision > Image Generation > Text-to-Image Generation 
Computer Vision > Image Generation >  
",Oxford 102 Flowers,0,0,0,0,0,0,0,1,2,0,3,6,5,6,7,22,43,0,0,0,0,0,0,0,0.043802015,0.056417489,0,0.017547964,0.028800461,0.019651771,0.024280685,0.019552526,0.02676106,0.032299742
Dataset,PA-100K,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Autonomous Vehicles > Pedestrian Attribute Recognition 
",PA-100K,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0.009600154,0.003930354,0.008093562,0,0.006082059,0.007511568
Dataset,Par6k,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Image Retrieval >  
",Par6k,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004046781,0.002793218,0,0.000751157
Dataset,PASCAL VOC,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Computer Vision > Semantic Segmentation,PASCAL VOC,3,4,6,13,10,8,23,22,30,53,147,97,161,190,228,440,798,1.948051948,1.058201058,1.812688822,2.284710018,1.228501229,1.335559265,1.937657961,0.963644328,0.846262341,0.765674661,0.859850257,0.46560745,0.632787014,0.768888349,0.636853719,0.535221204,0.599423112
Dataset,Pavia University,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Image Classification > Hyperspectral Image Classification 
Computer Vision > Hyperspectral > Hyperspectral Image Classification 
",Pavia University,0,0,0,0,0,0,1,0,1,0,11,10,1,8,6,15,19,0,0,0,0,0,0,0.084245998,0,0.028208745,0,0.064342536,0.048000768,0.003930354,0.032374246,0.016759308,0.018246177,0.014271979
Dataset,PCBA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Medical > Drug Discovery >  
",PCBA,0,0,0,0,0,0,0,1,1,6,1,3,3,8,19,41,74,0,0,0,0,0,0,0,0.043802015,0.028208745,0.08668015,0.005849321,0.01440023,0.011791062,0.032374246,0.053071143,0.049872885,0.055585602
Dataset,Penn Treebank,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Natural Language Processing > Constituency Parsing >  
Natural Language Processing > Chunking >  
Natural Language Processing > Dependency Parsing > Transition-Based Dependency Parsing 
Natural Language Processing > Dependency Parsing >  
Natural Language Processing > Language Modelling >  
Natural Language Processing > Part-Of-Speech Tagging >  
",Penn Treebank,3,9,6,6,3,7,7,19,39,63,146,129,102,67,97,250,372,1.948051948,2.380952381,1.812688822,1.054481547,0.368550369,1.168614357,0.589721988,0.832238283,1.100141044,0.910141578,0.854000936,0.619209907,0.400896121,0.271134313,0.270942152,0.304102957,0.279430323
Dataset,PETA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Autonomous Vehicles > Pedestrian Attribute Recognition 
",PETA,0,0,1,1,0,1,0,1,1,1,5,12,12,18,24,45,84,0,0,0.302114804,0.175746924,0,0.166944908,0,0.043802015,0.028208745,0.014446692,0.029246607,0.057600922,0.047164249,0.072842054,0.067037234,0.054738532,0.06309717
Dataset,PhC-U373,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"Medical > Medical Image Segmentation > Cell Segmentation 
",PhC-U373,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004046781,0.002793218,0.002432824,0.000751157
Dataset,Photo Art 50,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Object Recognition > Depiction Invariant Object Recognition 
",Photo Art 50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008093562,0,0,0
Dataset,PROMISE 2012,0,0,1,0,1,0,0,0,0,0,1,0,0,0,"Medical > Medical Image Segmentation > Volumetric Medical Image Segmentation 
",PROMISE 2012,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003930354,0.008093562,0,0,0
Dataset,Pubmed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Graphs > Node Classification >  
Graphs > Link Prediction >  
",Pubmed,0,4,3,7,8,7,18,16,31,47,142,257,355,339,498,1285,2101,0,1.058201058,0.906344411,1.230228471,0.982800983,1.168614357,1.51642797,0.700832238,0.874471086,0.67899451,0.83060365,1.233619738,1.395275714,1.371858686,1.391022597,1.563089199,1.578180398
Dataset,QAngaroo,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Question Answering >  
",QAngaroo,0,0,0,0,0,0,0,0,0,0,4,6,8,2,4,4,5,0,0,0,0,0,0,0,0,0,0,0.023397286,0.028800461,0.031442833,0.008093562,0.011172872,0.004865647,0.003755784
Dataset,QASent,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Question Answering >  
",QASent,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.028208745,0,0,0,0,0.004046781,0,0,0.000751157
Dataset,QM9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Medical > Drug Discovery >  
",QM9,0,0,0,0,0,0,0,1,0,7,21,45,53,49,88,235,417,0,0,0,0,0,0,0,0.043802015,0,0.101126842,0.122835751,0.216003456,0.208308769,0.198292259,0.24580319,0.28585678,0.313232378
Dataset,QuAC,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Question Answering >  
",QuAC,0,0,0,0,0,0,0,0,0,0,4,18,15,26,43,77,100,0,0,0,0,0,0,0,0,0,0,0.023397286,0.086401382,0.058955312,0.1052163,0.120108377,0.093663711,0.075115678
Dataset,Quasar,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Question Answering > Open-Domain Question Answering 
",Quasar,4,0,1,2,2,5,1,1,0,2,12,14,20,14,21,41,55,2.597402597,0,0.302114804,0.351493849,0.245700246,0.834724541,0.084245998,0.043802015,0,0.028893383,0.070191858,0.067201075,0.078607082,0.056654931,0.058657579,0.049872885,0.041313623
Dataset,Quora Question Pairs,0,0,0,0,0,0,1,0,0,0,1,1,0,0,"Natural Language Processing > Paraphrase Identification >  
Natural Language Processing > Natural Language Inference >  
Natural Language Processing > Question Answering >  
",Quora Question Pairs,0,0,0,0,0,0,0,0,0,7,9,29,26,37,62,130,156,0,0,0,0,0,0,0,0,0,0.101126842,0.052643893,0.139202227,0.102189207,0.149730889,0.17317952,0.158133538,0.117180458
Dataset,R52,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Text Classification >  
",R52,0,0,4,1,3,2,4,2,2,8,19,28,34,43,30,91,155,0,0,1.208459215,0.175746924,0.368550369,0.333889816,0.336983993,0.08760403,0.056417489,0.115573534,0.111137108,0.13440215,0.13363204,0.174011574,0.083796542,0.110693476,0.116429301
Dataset,R8 Text Classification,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Text Classification >  
",R8 Text Classification,0,0,0,0,0,0,2,0,3,5,12,15,35,19,38,91,187,0,0,0,0,0,0,0.168491997,0,0.084626234,0.072233459,0.070191858,0.072001152,0.137562394,0.076888835,0.106142287,0.110693476,0.140466318
Dataset,RaFD,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Image Generation > Image-to-Image Translation 
Computer Vision > Image-to-Image Translation >  
",RaFD,0,0,0,0,0,0,0,0,0,1,1,5,5,6,3,2,10,0,0,0,0,0,0,0,0,0,0.014446692,0.005849321,0.024000384,0.019651771,0.024280685,0.008379654,0.002432824,0.007511568
Dataset,RAP,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Autonomous Vehicles > Pedestrian Attribute Recognition 
",RAP,1,3,2,3,0,2,0,4,12,9,22,28,38,43,77,220,442,0.649350649,0.793650794,0.604229607,0.527240773,0,0.333889816,0,0.17520806,0.338504937,0.130020225,0.128685073,0.13440215,0.149353457,0.174011574,0.215077791,0.267610602,0.332011297
Dataset,Real-World Affective Faces,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Facial Expression Recognition >  
Computer Vision > Facial Recognition and Modelling > Facial Expression Recognition 
",Real-World Affective Faces,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0.011698643,0.004800077,0.003930354,0.004046781,0.011172872,0.004865647,0.00225347
Dataset,RecipeQA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Question Answering >  
",RecipeQA,0,0,0,0,0,0,0,0,0,0,0,1,5,4,5,7,21,0,0,0,0,0,0,0,0,0,0,0,0.004800077,0.019651771,0.016187123,0.01396609,0.008514883,0.015774292
Dataset,NER,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Natural Language Processing > Named Entity Recognition > Chinese Named Entity Recognition 
",NER,0,4,2,6,10,10,15,24,34,100,140,245,269,392,661,1581,1952,0,1.058201058,0.604229607,1.054481547,1.228501229,1.669449082,1.263689975,1.051248357,0.95909732,1.444669171,0.818905007,1.176018816,1.05726526,1.586338068,1.846317142,1.923147101,1.466258037
Dataset,Reuters-21578,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Text Classification > Document Classification 
",Reuters-21578,0,5,0,8,7,5,8,5,18,12,28,29,20,20,20,39,56,0,1.322751323,0,1.405975395,0.85995086,0.834724541,0.673967987,0.219010074,0.507757405,0.1733603,0.163781001,0.139202227,0.078607082,0.080935616,0.055864361,0.047440061,0.04206478
Dataset,Reverb,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Natural Language Processing > Question Answering >  
",Reverb,0,0,0,1,0,0,0,5,1,6,11,15,23,26,47,84,91,0,0,0,0.175746924,0,0,0,0.219010074,0.028208745,0.08668015,0.064342536,0.072001152,0.090398145,0.1052163,0.131281249,0.102178594,0.068355267
Dataset,RotoWire,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Natural Language Processing > Text Generation > Data-to-Text Generation 
",RotoWire,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0.004800077,0.003930354,0.008093562,0.016759308,0.007298471,0.006009254
Dataset,RT-GENE,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Computer Vision > Gaze Estimation >  
",RT-GENE,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,4,6,0,0,0,0,0,0,0,0,0,0,0.005849321,0,0.003930354,0.008093562,0.011172872,0.004865647,0.004506941
